"","st_id","op_id","op_date","st_alt","st_dist_source","st_t_jan","st_t_jui","sp_nom","sp_effectif"
"34616",1604,4174,"22/9/1991 00:00:00",33,10,7.2,17.3,"Salmo trutta fario",15
"25045",1110,3215,"16/9/2003 00:00:00",104,13.12,3.9,18.5,"Cottus gobio",8
"30388",1438,3785,"4/10/2000 00:00:00",54,42,5,19.6,"Cyprinus carpio",1
"13038",451,1560,"7/9/2005 00:00:00",57,109,3.8,20,"Squalius cephalus",73
"38500",1516,4704,"30/6/1987 00:00:00",112,21,6.3,17.9,"Leuciscus leuciscus",1
"7767",662,902,"15/9/1995 00:00:00",35,493,4.5,20.3,"Anguilla anguilla",8
"35586",1759,4342,"8/6/1983 00:00:00",58,12.48,6.1,18.6,"Rutilus rutilus",10
"35407",1561,4308,"30/9/1991 00:00:00",35,8,7.4,18.2,"Anguilla anguilla",17
"23534",11142,2984,"11/9/2007 00:00:00",62,54.5,4.8,18.4,"Phoxinus phoxinus",13
"23244",834,2949,"27/9/2006 00:00:00",54,19.3,5.4,18,"Salmo trutta fario",36
"2809",41,335,"30/9/1998 00:00:00",155,5,2.9,18.5,"Barbatula barbatula",57
"15125",160,1818,"20/9/2007 00:00:00",NA,NA,4.1,18.3,"Pungitius pungitius",1
"18264",954,2279,"8/11/1989 00:00:00",145,4.79,4.6,18.2,"Salmo trutta fario",78
"22919",929,2910,"1/9/2004 00:00:00",41,13.36,5.7,17.3,"Phoxinus phoxinus",561
"35965",1776,4391,"9/10/1992 00:00:00",28,22,5.9,18.7,"Rutilus rutilus",5
"17907",1146,2230,"19/9/1986 00:00:00",260,3,3.9,18.1,"Cottus gobio",18
"16310",815,1987,"18/6/1987 00:00:00",4,35,6,17.7,"Perca fluviatilis",5
"17494",1011,2169,"13/9/1990 00:00:00",12,62.32,6,18.7,"Salmo trutta fario",1
"25744",1115,3297,"4/11/2004 00:00:00",NA,NA,0,NA,"Cottus gobio",48
"21405",941,2709,"5/9/2001 00:00:00",176,15.76,3.8,18,"Cottus gobio",52
"24191",1110,3106,"19/9/2001 00:00:00",104,13.12,3.9,18.5,"Perca fluviatilis",1
"10464",244,1271,"24/4/2002 00:00:00",42,294,4,19.6,"Tinca tinca",2
"29838",1339,3732,"13/10/1992 00:00:00",145,13,4.8,18.7,"Salmo trutta fario",7
"16400",992,2000,"9/6/1988 00:00:00",13,75,6.2,18.2,"Perca fluviatilis",1
"31724",1369,3895,"21/8/1991 00:00:00",34,40,5.7,20.4,"Rutilus rutilus",830
"14250",454,1706,"21/9/2006 00:00:00",41,454,4,19.7,"Phoxinus phoxinus",1
"14947",615,1797,"19/6/2007 00:00:00",23,460,4.6,20.3,"Silurus glanis",2
"37742",1692,4600,"11/6/1994 00:00:00",39,43,6.1,19.1,"Oncorhynchus mykiss",1
"5587",367,647,"14/5/1992 00:00:00",53,59,3.9,19.1,"Leucaspius delineatus",1
"39376",1752,4813,"26/9/1996 00:00:00",29,22,6,18.9,"Squalius cephalus",4
"24439",780,3144,"20/9/1995 00:00:00",5,611,4.3,19,"Rutilus rutilus",25
"92",670,14,"22/5/1990 00:00:00",NA,NA,3.7,18.8,"Lampetra planeri",1
"23585",1085,2999,"19/9/1990 00:00:00",40,3,5,18,"Salmo trutta fario",14
"26222",779,3379,"9/10/2006 00:00:00",9,610.5,4.3,19,"Perca fluviatilis",25
"26117",784,3361,"6/9/2006 00:00:00",NA,NA,4.4,18,"Anguilla anguilla",8
"15905",704,1933,"5/9/1990 00:00:00",40,43.16,4.9,18.4,"Squalius cephalus",214
"2266",186,271,"1/7/1997 00:00:00",33,49,3.9,18.9,"Salmo trutta fario",1
"29281",1293,3677,"25/6/1986 00:00:00",18,66,5.7,20.3,"Alburnus alburnus",53
"35707",1690,4356,"6/6/1983 00:00:00",9,105,6.6,19.3,"Gobio gobio",5
"4976",453,566,"8/6/2000 00:00:00",49,67,3.9,19.6,"Anguilla anguilla",1
"26828",1412,3466,"18/9/1996 00:00:00",87,25,4.9,19.4,"Phoxinus phoxinus",154
"34314",1575,4117,"22/9/1983 00:00:00",85,8,6.9,17.4,"Anguilla anguilla",6
"30893",1411,3824,"6/9/2001 00:00:00",35,146,5.8,19.7,"Scardinius erythrophthalmus",4
"12942",650,1551,"20/10/2005 00:00:00",36,90,4.2,20.1,"Tinca tinca",1
"10770",524,1311,"9/10/2002 00:00:00",50,17,4.1,19.6,"Barbatula barbatula",16
"32995",1378,4005,"18/6/2004 00:00:00",122,66,5,19.8,"Perca fluviatilis",37
"19307",1035,2432,"23/10/1991 00:00:00",130,21,4.7,18.3,"Lampetra planeri",10
"7245",661,836,"30/10/1990 00:00:00",29,411,4.5,20.4,"Squalius cephalus",25
"32515",1309,3958,"4/9/2003 00:00:00",28,92,5.5,20.5,"Anguilla anguilla",26
"22884",1227,2906,"6/9/2004 00:00:00",113,57,4.2,19.5,"Phoxinus phoxinus",155
"11493",520,1388,"12/6/2003 00:00:00",19,504,4.4,19.7,"Anguilla anguilla",2
"16085",830,1956,"29/9/1993 00:00:00",155,10.74,5.2,17.7,"Salmo trutta fario",63
"27344",1412,3509,"16/9/1997 00:00:00",87,25,4.9,19.4,"Barbatula barbatula",86
"32343",1427,3945,"7/10/2002 00:00:00",85,95,4.4,19.5,"Barbus barbus",7
"13993",343,1677,"12/7/2006 00:00:00",119,60,3,18.8,"Barbatula barbatula",30
"442",517,59,"12/8/1987 00:00:00",NA,477,4.5,20,"Sander lucioperca",10
"9129",134,1093,"5/10/1994 00:00:00",15,13,4.4,18.2,"Lampetra planeri",15
"24245",1108,3114,"3/9/2002 00:00:00",27,3.7,5.1,18.1,"Lampetra planeri",1
"11822",522,1430,"8/6/2004 00:00:00",24,480,4.5,19.9,"Anguilla anguilla",51
"29381",1298,3685,"3/9/1986 00:00:00",17,250,5.7,20.1,"Lepomis gibbosus",7
"33742",1408,4062,"15/5/2007 00:00:00",184,3.8,4.6,18.5,"Phoxinus phoxinus",81
"21521",1010,2723,"28/9/2001 00:00:00",189,6.11,4.7,17.8,"Barbatula barbatula",25
"37374",1864,4563,"23/9/1986 00:00:00",78,5,6.6,18.4,"Cottus gobio",35
"35684",1688,4354,"16/6/1983 00:00:00",49,16,6,18.8,"Pungitius pungitius",2
"21545",954,2726,"18/9/2002 00:00:00",145,4.79,4.6,18.2,"Anguilla anguilla",1
"24829",860,3180,"25/9/2003 00:00:00",32,110,4.8,18.6,"Leuciscus leuciscus",1
"24378",849,3135,"23/10/1985 00:00:00",23,46.6,4.2,18.9,"Cottus gobio",1
"685",588,90,"19/4/1989 00:00:00",72,55,4,19.8,"Perca fluviatilis",8
"39857",1692,4866,"16/9/1996 00:00:00",39,43,6.1,19.1,"Gobio gobio",297
"15241",678,1839,"4/10/2007 00:00:00",44,18,4,19.2,"Leucaspius delineatus",8
"9963",3,1225,"24/4/1996 00:00:00",70,NA,3.5,18.8,"Abramis brama",2
"8472",130,1002,"11/5/1999 00:00:00",2,15,4.4,18.1,"Tinca tinca",8
"32422",1330,3951,"6/9/2002 00:00:00",34,57,5.9,19.7,"Lepomis gibbosus",7
"9626",207,1170,"22/4/1988 00:00:00",100,23,2.9,18.6,"Rutilus rutilus",221
"15238",678,1839,"4/10/2007 00:00:00",44,18,4,19.2,"Phoxinus phoxinus",2
"23703",1109,3024,"2/11/1995 00:00:00",4,20.31,5,18.2,"Cottus gobio",4
"22762",899,2884,"5/9/2007 00:00:00",45,29.16,5.9,18,"Rutilus rutilus",4
"32802",1362,3984,"29/9/2005 00:00:00",133,8,4.2,19.5,"Pungitius pungitius",1
"253",677,37,"28/6/2001 00:00:00",24,300,4.1,19.5,"Anguilla anguilla",10
"790",599,99,"16/10/2001 00:00:00",69,20,4,19.8,"Phoxinus phoxinus",25
"36995",1892,4510,"4/11/1993 00:00:00",74,11.34,6.7,18.3,"Esox lucius",1
"31169",1308,3846,"12/9/2002 00:00:00",63,17,5.4,20.2,"Squalius cephalus",45
"13397",182,1603,"22/6/2005 00:00:00",16,135,4.3,18.7,"Tinca tinca",1
"23782",1110,3035,"22/10/1996 00:00:00",104,13.12,3.9,18.5,"Scardinius erythrophthalmus",2
"27665",1436,3537,"14/10/1999 00:00:00",75,33,4.6,19.7,"Rhodeus amarus",122
"21565",1039,2729,"8/10/2002 00:00:00",143,55.97,4.5,18.1,"Esox lucius",3
"5228",451,591,"17/9/2003 00:00:00",57,109,3.8,20,"Rutilus rutilus",330
"7581",661,874,"21/5/1997 00:00:00",29,411,4.5,20.4,"Lepomis gibbosus",5
"11154",242,1347,"18/5/1998 00:00:00",180,95,2.5,18.2,"Anguilla anguilla",3
"2591",30,311,"8/6/1988 00:00:00",1,NA,4.5,18.2,"Perca fluviatilis",10
"26982",1269,3480,"28/4/1998 00:00:00",6,77,6.6,19.5,"Sander lucioperca",1
"12354",678,1484,"31/8/2004 00:00:00",44,18,4,19.2,"Perca fluviatilis",7
"17152",799,2112,"22/9/1982 00:00:00",51,43.21,5.9,18.1,"Anguilla anguilla",90
"39521",1689,4827,"11/6/1997 00:00:00",5,135,6.6,19.4,"Lepomis gibbosus",25
"34698",1565,4189,"17/9/1992 00:00:00",78,27,7,17.5,"Barbatula barbatula",172
"21519",1010,2723,"28/9/2001 00:00:00",189,6.11,4.7,17.8,"Anguilla anguilla",7
"4408",433,514,"7/9/1989 00:00:00",75,3,3.6,19.8,"Salmo trutta fario",7
"35333",1633,4292,"10/10/1989 00:00:00",117,8,6.6,17.1,"Salmo trutta fario",57
"13874",245,1655,"20/6/2006 00:00:00",41,52,3.8,19.3,"Rutilus rutilus",26
"37767",1739,4604,"28/9/1994 00:00:00",12,20.8,7.4,18.2,"Lampetra planeri",1
"28839",1438,3640,"8/10/1997 00:00:00",54,42,5,19.6,"Rutilus rutilus",362
"24994",1164,3205,"28/10/1999 00:00:00",17,35,4.7,18.1,"Phoxinus phoxinus",3
"9567",224,1161,"26/5/1988 00:00:00",46,118,3.6,19.3,"Leuciscus leuciscus",1
"10766",525,1310,"10/10/2002 00:00:00",29,27,4.2,19.6,"Abramis brama",1
"35053",1755,4238,"3/10/1991 00:00:00",53,18,5.7,18.7,"Salmo trutta fario",1
"35049",1755,4238,"3/10/1991 00:00:00",53,18,5.7,18.7,"Gobio gobio",9
"3074",39,365,"19/11/2003 00:00:00",20,37,3.9,18.6,"Rutilus rutilus",39
"32068",1427,3924,"6/10/1994 00:00:00",85,95,4.4,19.5,"Rutilus rutilus",96
"9525",220,1157,"25/5/1988 00:00:00",125,17,3.2,19,"Cottus gobio",358
"27514",1269,3526,"27/4/1999 00:00:00",6,77,6.6,19.5,"Anguilla anguilla",6
"35697",1689,4355,"6/6/1983 00:00:00",5,135,6.6,19.4,"Rutilus rutilus",33
"17281",907,2134,"30/9/1987 00:00:00",25,15,6,17.4,"Salmo trutta fario",26
"39019",1708,4772,"27/11/1996 00:00:00",20,23,6,18.8,"Barbatula barbatula",3
"22135",1208,2807,"27/9/2004 00:00:00",225,6.55,3.8,18.3,"Cottus gobio",100
"13703",599,1637,"1/9/2005 00:00:00",69,20,4,19.8,"Gasterosteus aculeatus",8
"6994",369,807,"24/5/2000 00:00:00",33,470,3.9,19.4,"Perca fluviatilis",96
"25992",859,3341,"7/7/2005 00:00:00",22,80,4.3,19.3,"Alburnoides bipunctatus",15
"5368",281,610,"5/8/1988 00:00:00",35,33,4,19.4,"Gasterosteus aculeatus",8
"1927",591,234,"8/4/1999 00:00:00",42,85,4.2,20,"Alburnus alburnus",5
"14784",592,1778,"29/8/2006 00:00:00",59,61,4,19.9,"Rutilus rutilus",185
"2315",183,277,"31/5/2000 00:00:00",9,169,4.5,18.4,"Scardinius erythrophthalmus",4
"33192",1381,4018,"1/9/2004 00:00:00",13,893,5.9,20.2,"Pseudorasbora parva",6
"25037",1109,3214,"24/9/2003 00:00:00",4,20.31,5,18.2,"Anguilla anguilla",116
"11710",134,1418,"15/9/2004 00:00:00",15,13,4.4,18.2,"Salmo trutta fario",244
"37593",1789,4585,"17/10/1991 00:00:00",45,11,6.5,18.7,"Barbatula barbatula",53
"32259",1277,3939,"23/8/2002 00:00:00",20,64,6.1,20.1,"Carassius carassius",1
"22831",1050,2895,"29/9/1989 00:00:00",38,348,4.4,18.2,"Phoxinus phoxinus",34
"10801",223,1316,"14/4/1992 00:00:00",46,48,3.8,19.3,"Squalius cephalus",18
"7098",373,816,"18/10/2001 00:00:00",56,45,3.9,19.1,"Cobitis taenia",2
"21130",834,2674,"23/9/1998 00:00:00",54,19.3,5.4,18,"Phoxinus phoxinus",400
"4524",444,527,"26/10/1989 00:00:00",60,53,3.8,19.6,"Barbatula barbatula",1
"36745",1843,4485,"6/9/1991 00:00:00",45,6,7,18.5,"Salmo trutta fario",31
"122",676,20,"15/6/1995 00:00:00",33,26,4,19.6,"Alburnus alburnus",3
"8218",472,951,"17/6/2003 00:00:00",31,414,4.9,20.8,"Sander lucioperca",2
"32244",1276,3938,"22/8/2002 00:00:00",15,16,6.1,19.8,"Esox lucius",1
"30603",1378,3804,"9/8/1994 00:00:00",122,66,5,19.8,"Rhodeus amarus",4
"4082",60,479,"25/10/2000 00:00:00",131,NA,3,18.6,"Squalius cephalus",4
"1656",577,207,"8/2/1989 00:00:00",32,72,4.4,20.1,"Alburnus alburnus",12
"26419",793,3421,"18/9/2007 00:00:00",NA,NA,4.1,18.8,"Barbatula barbatula",1
"34815",1676,4205,"18/9/1978 00:00:00",80,15,5.4,19,"Barbatula barbatula",30
"17467",919,2165,"14/9/1990 00:00:00",41,22.62,6,18.2,"Leuciscus leuciscus",10
"1787",591,223,"12/4/1996 00:00:00",42,85,4.2,20,"Pungitius pungitius",13
"4026",42,473,"25/6/1997 00:00:00",138,39,3,18.5,"Gasterosteus aculeatus",1
"38083",1529,4648,"5/9/1989 00:00:00",20,24,7.2,17.7,"Gobio gobio",4
"3176",416,379,"19/4/1990 00:00:00",NA,NA,3.8,19.9,"Alburnus alburnus",42
"17085",834,2103,"17/9/1997 00:00:00",54,19.3,5.4,18,"Gasterosteus aculeatus",14
"17358",995,2148,"19/9/1988 00:00:00",15,15,6.1,18.2,"Salmo trutta fario",18
"36519",1875,4459,"15/9/1988 00:00:00",6,14,7.2,18.8,"Salmo trutta fario",20
"18434",954,2302,"11/9/1991 00:00:00",145,4.79,4.6,18.2,"Salmo trutta fario",137
"14994",37,1802,"30/8/2007 00:00:00",152,29,3,18.5,"Gobio gobio",129
"18624",920,2329,"21/9/1993 00:00:00",34,6.78,5.9,17.9,"Cottus gobio",27
"26866",1442,3471,"12/6/1996 00:00:00",27,19,6.5,20.1,"Blicca bjoerkna",100
"2443",179,291,"3/4/2002 00:00:00",46,63,3.9,18.8,"Scardinius erythrophthalmus",3
"39101",1689,4783,"24/9/1996 00:00:00",5,135,6.6,19.4,"Anguilla anguilla",49
"36326",1805,4434,"1/10/1985 00:00:00",35,4,7,18.6,"Cottus gobio",5
"34837",1682,4208,"24/8/1982 00:00:00",28,54,6.3,19.2,"Anguilla anguilla",11
"28658",1287,3627,"8/9/1998 00:00:00",17,308,5.8,20.2,"Gobio gobio",33
"24554",782,3156,"8/10/1996 00:00:00",51,201.1,4.4,19,"Anguilla anguilla",20
"13977",252,1675,"11/7/2006 00:00:00",195,27,2.6,18.4,"Cottus gobio",81
"34771",1496,4200,"8/9/1994 00:00:00",31,19,6.9,18.4,"Barbatula barbatula",32
"33564",1413,4050,"12/9/2006 00:00:00",130,16,4.8,18.6,"Gobio gobio",99
"39927",1888,4876,"17/10/1995 00:00:00",140,18,6.6,17.6,"Anguilla anguilla",8
"19153",1239,2413,"7/9/1990 00:00:00",143,23.9,4.6,18.3,"Barbatula barbatula",16
"7202",615,826,"7/11/1986 00:00:00",23,460,4.6,20.3,"Sander lucioperca",2
"13838",144,1650,"22/8/2006 00:00:00",4,20,4.8,17.9,"Pomatoschistus minutus",98
"22541",929,2858,"11/9/2006 00:00:00",41,13.36,5.7,17.3,"Barbatula barbatula",108
"7391",472,853,"26/4/1994 00:00:00",31,414,4.9,20.8,"Rutilus rutilus",13
"36756",1812,4487,"28/10/1991 00:00:00",56,28,7.1,18,"Rutilus rutilus",64
"35973",1708,4392,"9/10/1992 00:00:00",20,23,6,18.8,"Squalius cephalus",65
"21811",1011,2761,"14/9/2001 00:00:00",12,62.32,6,18.7,"Rutilus rutilus",79
"33521",1364,4045,"4/10/2006 00:00:00",109,25,4.2,19.5,"Ameiurus melas",8
"29279",1380,3676,"24/6/1986 00:00:00",NA,NA,5.8,20,"Tinca tinca",1
"8398",134,991,"4/10/1995 00:00:00",15,13,4.4,18.2,"Oncorhynchus mykiss",1
"19937",883,2514,"1/9/1997 00:00:00",75,19.93,5.7,18.3,"Barbatula barbatula",28
"18040",1243,2248,"4/9/1986 00:00:00",185,7.4,4.4,18.3,"Cottus gobio",32
"25674",1103,3289,"23/11/2004 00:00:00",43,17,4.3,18.4,"Gasterosteus aculeatus",1
"24430",781,3143,"7/6/1995 00:00:00",33,138,4.4,19.1,"Anguilla anguilla",44
"36529",1876,4460,"16/9/1988 00:00:00",38,8,7,18.6,"Phoxinus phoxinus",62
"29965",1352,3745,"7/6/1982 00:00:00",NA,NA,6.9,19.9,"Rutilus rutilus",78
"14135",135,1695,"5/9/2006 00:00:00",43,26,4.1,18,"Salmo trutta fario",36
"35598",1760,4343,"7/6/1983 00:00:00",25,60,6.3,19.3,"Leucaspius delineatus",4
"38716",1472,4733,"21/9/1993 00:00:00",100,18,6,18.1,"Cottus gobio",22
"5539",390,640,"16/4/1992 00:00:00",25,23,4,19.6,"Barbatula barbatula",21
"6837",369,792,"3/9/1996 00:00:00",33,470,3.9,19.4,"Gobio gobio",9
"363",517,48,"13/11/1985 00:00:00",NA,477,4.5,20,"Rutilus rutilus",18
"13916",142,1660,"20/9/2006 00:00:00",50,11,3.9,18.2,"Rutilus rutilus",1
"28334",1310,3602,"13/9/1996 00:00:00",46,16,5.7,20.2,"Rutilus rutilus",27
"13970",134,1674,"19/9/2006 00:00:00",15,13,4.4,18.2,"Anguilla anguilla",36
"36250",1867,4424,"14/9/1994 00:00:00",45,13,6.8,18.6,"Squalius cephalus",2
"25737",1106,3295,"9/9/2004 00:00:00",59,19.81,4.3,18.2,"Gasterosteus aculeatus",16
"25858",871,3323,"6/9/2006 00:00:00",NA,NA,4.9,18.4,"Anguilla anguilla",9
"15928",702,1935,"12/9/1990 00:00:00",55,46.79,6.2,18.1,"Salmo trutta fario",13
"20367",1006,2572,"1/9/1999 00:00:00",49,10.11,5.7,17.3,"Barbatula barbatula",23
"632",595,81,"14/4/1995 00:00:00",NA,NA,3.5,19.2,"Gasterosteus aculeatus",4
"21471",1039,2717,"15/10/2001 00:00:00",143,55.97,4.5,18.1,"Rutilus rutilus",65
"16214",879,1975,"3/7/1985 00:00:00",25,12,6,18.6,"Barbatula barbatula",3
"1030",187,124,"4/12/1995 00:00:00",62,6,3.7,18.9,"Pungitius pungitius",35
"37040",1699,4517,"3/10/1994 00:00:00",15,56,6.5,19.3,"Squalius cephalus",101
"13447",618,1608,"14/6/2005 00:00:00",33,510,4.8,20.8,"Perca fluviatilis",2
"18882",1149,2363,"22/9/1986 00:00:00",170,4,4.4,18.2,"Salmo trutta fario",57
"28905",1265,3645,"23/5/1991 00:00:00",NA,NA,-9,NA,"Anguilla anguilla",127
"14172",114,1699,"6/9/2006 00:00:00",15,19,4.6,18,"Rutilus rutilus",5
"37588",1867,4584,"17/10/1991 00:00:00",45,13,6.8,18.6,"Phoxinus phoxinus",91
"36473",1841,4454,"5/5/1988 00:00:00",38,16,6.9,18.6,"Anguilla anguilla",5
"25866",867,3324,"26/9/2006 00:00:00",7,12.48,5.2,18.6,"Lampetra planeri",1
"17963",1233,2238,"10/9/1986 00:00:00",140,68.5,4.6,18.8,"Cottus gobio",10
"39663",1581,4843,"5/9/1995 00:00:00",12,34,7.2,17.6,"Salmo salar",18
"24795",781,3178,"1/10/2003 00:00:00",33,138,4.4,19.1,"Squalius cephalus",194
"12799",339,1537,"18/10/2005 00:00:00",56,70.3,3.2,19.2,"Barbus barbus",5
"10287",246,1255,"23/3/2000 00:00:00",50,76,3.5,19.3,"Perca fluviatilis",9
"14713",368,1770,"4/7/2006 00:00:00",34,347,3.9,19.4,"Tinca tinca",1
"24564",860,3157,"9/10/1996 00:00:00",32,110,4.8,18.6,"Anguilla anguilla",34
"29851",1409,3734,"14/10/1992 00:00:00",180,12,4.4,18.4,"Squalius cephalus",11
"31140",1381,3843,"10/9/2002 00:00:00",13,893,5.9,20.2,"Platichthys flesus",2
"2254",186,271,"1/7/1997 00:00:00",33,49,3.9,18.9,"Alburnus alburnus",1
"2431",186,290,"30/10/2001 00:00:00",33,49,3.9,18.9,"Scardinius erythrophthalmus",1
"32893",1276,3992,"11/7/2006 00:00:00",15,16,6.1,19.8,"Lampetra planeri",10
"36267",1872,4425,"12/6/1994 00:00:00",9,52,6.8,19.1,"Phoxinus phoxinus",47
"7253",614,837,"31/10/1990 00:00:00",29,428,4.8,20.7,"Chondrostoma nasus",7
"39492",1699,4825,"18/6/1997 00:00:00",15,56,6.5,19.3,"Esox lucius",3
"19556",957,2466,"18/10/1994 00:00:00",66,97,5,18.6,"Cottus gobio",37
"38774",1475,4740,"22/9/1993 00:00:00",80,14,6.5,18.2,"Salmo trutta fario",66
"24815",782,3179,"1/10/2003 00:00:00",51,201.1,4.4,19,"Salmo trutta fario",7
"17305",919,2140,"7/9/1988 00:00:00",41,22.62,6,18.2,"Anguilla anguilla",33
"22132",1011,2806,"17/9/2004 00:00:00",12,62.32,6,18.7,"Salmo salar",69
"30623",1308,3806,"7/9/1994 00:00:00",63,17,5.4,20.2,"Squalius cephalus",2
"146",677,22,"6/9/1995 00:00:00",24,300,4.1,19.5,"Esox lucius",3
"34890",1698,4215,"15/6/1983 00:00:00",25,11,6.3,18.7,"Salmo trutta fario",4
"16161",702,1967,"4/9/1997 00:00:00",55,46.79,6.2,18.1,"Cottus gobio",53
"28080",1330,3581,"25/10/1989 00:00:00",34,57,5.9,19.7,"Perca fluviatilis",30
"24973",1110,3202,"15/9/1999 00:00:00",104,13.12,3.9,18.5,"Gobio gobio",7
"4514",444,527,"26/10/1989 00:00:00",60,53,3.8,19.6,"Alburnus alburnus",33
"26520",858,3439,"27/9/2007 00:00:00",141,44,3.9,18.6,"Squalius cephalus",1
"29625",1401,3712,"3/6/1986 00:00:00",23,57,5.8,19.9,"Alosa alosa",9
"22663",702,2872,"14/9/2007 00:00:00",55,46.79,6.2,18.1,"Rutilus rutilus",45
"14374",521,1718,"4/7/2007 00:00:00",21,492,4.3,19.6,"Gobio gobio",39
"33964",1448,4079,"17/2/1993 00:00:00",145,6.5,4.6,19.9,"Gobio gobio",74
"18218",957,2272,"25/10/1988 00:00:00",66,97,5,18.6,"Anguilla anguilla",21
"8950",623,1055,"28/8/2001 00:00:00",NA,NA,3.9,19.6,"Phoxinus phoxinus",109
"35563",1659,4336,"5/7/1993 00:00:00",53,7,7.2,17.6,"Salmo salar",18
"8513",137,1009,"17/5/2000 00:00:00",45,41,3.6,18.6,"Esox lucius",1
"24734",860,3173,"26/9/2000 00:00:00",32,110,4.8,18.6,"Gasterosteus aculeatus",10
"19532",749,2463,"23/10/1996 00:00:00",25,23,5.1,18.4,"Salmo trutta fario",3
"37955",1488,4630,"23/10/1984 00:00:00",88,13,6.6,17.6,"Cottus gobio",15
"22580",934,2863,"27/6/2006 00:00:00",2,25,6,18,"Rutilus rutilus",146
"28436",1427,3608,"10/10/1996 00:00:00",85,95,4.4,19.5,"Gymnocephalus cernuus",1
"39945",1591,4879,"28/8/1996 00:00:00",70,16,7.1,17.9,"Cottus gobio",242
"24238",1109,3113,"3/9/2002 00:00:00",4,20.31,5,18.2,"Lampetra planeri",5
"14090",519,1690,"28/6/2006 00:00:00",120,15,3.8,19,"Gobio gobio",18
"32284",1436,3941,"9/10/2002 00:00:00",75,33,4.6,19.7,"Anguilla anguilla",1
"18483",1199,2309,"23/8/1991 00:00:00",275,4.5,3.7,18,"Squalius cephalus",20
"25330",779,3252,"4/6/1997 00:00:00",9,610.5,4.3,19,"Rutilus rutilus",112
"17972",1233,2238,"10/9/1986 00:00:00",140,68.5,4.6,18.8,"Leuciscus leuciscus",103
"28851",1427,3641,"9/10/1997 00:00:00",85,95,4.4,19.5,"Barbus barbus",25
"14485",165,1730,"5/9/2007 00:00:00",3,81,4.5,18.1,"Perca fluviatilis",2
"36997",1892,4510,"4/11/1993 00:00:00",74,11.34,6.7,18.3,"Squalius cephalus",1
"21176",899,2680,"21/9/1998 00:00:00",45,29.16,5.9,18,"Cottus gobio",23
"37007",1842,4512,"3/9/1993 00:00:00",77,48,6.7,18,"Barbatula barbatula",5
"35224",1578,4266,"4/11/1986 00:00:00",100,2,6.9,17.6,"Anguilla anguilla",3
"14342",625,1715,"28/6/2007 00:00:00",31,505,4.6,20.4,"Gasterosteus aculeatus",1
"27433",1270,3517,"11/10/1989 00:00:00",4,75,6.6,19.5,"Tinca tinca",1
"13014",454,1557,"6/9/2005 00:00:00",41,454,4,19.7,"Gymnocephalus cernuus",4
"28210",1437,3591,"11/10/1995 00:00:00",68,125,5,19.3,"Squalius cephalus",80
"13906",571,1658,"18/10/2006 00:00:00",47,70,4.1,20,"Gymnocephalus cernuus",4
"5254",454,593,"10/9/2003 00:00:00",41,454,4,19.7,"Perca fluviatilis",21
"17988",1236,2241,"2/9/1986 00:00:00",120,25.3,4.6,18.4,"Barbatula barbatula",10
"8345",114,981,"27/6/1988 00:00:00",15,19,4.6,18,"Rutilus rutilus",9
"2085",179,252,"13/9/1994 00:00:00",46,63,3.9,18.8,"Esox lucius",4
"22755",1011,2883,"27/9/2007 00:00:00",12,62.32,6,18.7,"Salmo trutta fario",5
"17984",1236,2241,"2/9/1986 00:00:00",120,25.3,4.6,18.4,"Cottus gobio",7
"39326",1775,4806,"13/10/1998 00:00:00",45,20,5.8,18.6,"Phoxinus phoxinus",7
"10828",331,1319,"17/5/1994 00:00:00",NA,NA,3.8,19.4,"Sander lucioperca",1
"16804",825,2058,"22/9/1988 00:00:00",114,20.2,4.8,18.1,"Lampetra planeri",3
"25925",1106,3333,"29/8/2006 00:00:00",59,19.81,4.3,18.2,"Salmo trutta fario",67
"21347",979,2701,"8/9/1999 00:00:00",215,19.7,3.7,18.2,"Barbatula barbatula",178
"39591",1699,4833,"24/9/1997 00:00:00",15,56,6.5,19.3,"Leuciscus leuciscus",22
"39654",1566,4842,"4/9/1995 00:00:00",15,12,7.2,17.6,"Cottus gobio",78
"28393",1437,3606,"9/10/1996 00:00:00",68,125,5,19.3,"Barbus barbus",101
"36749",1845,4486,"13/11/1991 00:00:00",94,26,6.8,18,"Barbatula barbatula",3
"8462",134,1001,"17/10/1996 00:00:00",15,13,4.4,18.2,"Salmo trutta fario",163
"33547",1182,4048,"13/9/2006 00:00:00",NA,NA,0,NA,"Phoxinus phoxinus",194
"18125",965,2256,"21/10/1986 00:00:00",200,16.5,4.3,18.2,"Squalius cephalus",12
"14162",241,1698,"6/9/2006 00:00:00",60,356,3.6,19.8,"Lepomis gibbosus",40
"19982",920,2519,"18/9/1997 00:00:00",34,6.78,5.9,17.9,"Phoxinus phoxinus",500
"8516",130,1010,"23/5/2000 00:00:00",2,15,4.4,18.1,"Anguilla anguilla",88
"17105",827,2105,"24/9/1997 00:00:00",52,39.02,4.8,18.5,"Phoxinus phoxinus",49
"702",556,93,"4/4/2000 00:00:00",36,46,4.3,20.2,"Blicca bjoerkna",9
"39669",1565,4844,"5/9/1995 00:00:00",78,27,7,17.5,"Gobio gobio",3
"5569",399,645,"18/6/1992 00:00:00",NA,NA,3.7,19.3,"Anguilla anguilla",2
